"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"323",1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
"324",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"325",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"326",1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0
"327",1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0
"328",1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
"329",1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0
"330",1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0
"331",1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0
"332",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"333",0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0
"334",1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
"335",1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
"336",1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
"337",1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
"338",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"339",0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0
"340",0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0
"341",1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1
"342",1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1
"343",1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"344",1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1
"345",1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0
"346",0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
"347",0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
"348",1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
"349",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
"350",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"351",1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"352",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"353",1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0
"354",0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1
"355",0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"356",1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0
"357",0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
"358",1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
"359",1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0
"360",0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
"361",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"362",1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
"363",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"364",0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0
"365",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
"366",1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0
"367",0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"368",0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0
"369",0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1
"370",1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0
"371",1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"372",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1
"373",1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0
"374",0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1
"375",0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0
"376",0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"377",1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
"378",0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0
"379",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1
"380",1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1
"381",1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1
"382",1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
"383",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0
"384",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"385",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"386",1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0
"387",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"388",1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1
"389",1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
"390",0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1
"391",1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0
"392",1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0
"393",0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"394",1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0
"395",1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1
"396",1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1
"397",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"398",1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"399",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0
"400",1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
"401",0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"402",1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1
"403",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0
"404",0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0
"405",1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1
"406",0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1
"407",0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
"408",0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0
"409",0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1
"410",0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0
"411",1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0
"412",1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0
"413",0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0
"414",1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1
"415",1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0
"416",1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1
"417",1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
"418",0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"419",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"420",1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1
"421",0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"422",1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"424",1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
"425",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
"426",0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
"427",0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"428",1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
"429",0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"430",1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1
"431",1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
"432",1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0
"433",0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1
"434",1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1
"435",1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1
"436",1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"437",1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0
"438",0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0
"439",1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
"440",1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0
"441",0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0
"442",1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0
"443",0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1
"444",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"445",0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
"446",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
"447",1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
"448",1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0
"449",1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0
"450",1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"451",1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
"452",0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
"453",0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0
"454",0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
"455",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0
"456",0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0
"457",1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1
"458",1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"459",0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0
"460",1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0
"461",1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"462",1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"463",1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"464",1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"465",0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"466",1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0
"467",0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0
"468",1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"469",1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
"470",1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0
"471",1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"472",1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1
"473",0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
"474",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"475",0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0
"476",0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0
"477",0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1
"478",1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
"479",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"480",1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0
"481",0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0
"482",0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0
"483",0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"484",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"485",1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0
"486",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"487",1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
"488",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"489",1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1
"490",1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"491",1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0
"492",0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0
"493",1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
"494",1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1
"495",1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
"496",1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0
"497",1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0
"498",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
"499",1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
"500",1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
"501",1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"502",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
"503",1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"504",1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0
"505",1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
"506",0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"507",1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0
"508",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"509",1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
"510",1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0
"511",0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0
"512",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"513",0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"514",0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0
"515",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"516",1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"517",1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1
"518",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"519",1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0
"520",1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
"521",1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"522",1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1
"523",1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
"524",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"525",0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
"526",1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
"527",1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
"528",1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"529",1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
"530",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"531",1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1
"532",0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1
"533",1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1
"534",1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"535",1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0
"536",1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
"537",1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
"538",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"539",0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
"540",1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"541",1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0
"542",1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1
"543",1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"544",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"545",1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"546",1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0
"547",0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0
"548",1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1
"549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"550",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"551",1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1
"552",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"553",1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0
"554",1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"555",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"556",1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
"557",1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1
"558",0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
"559",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"560",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"561",1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0
"562",1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0
"563",1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
"564",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
"565",1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1
"566",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
"567",1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0
"568",1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
"569",1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
"570",1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
"571",0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0
"572",1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0
"573",1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0
"574",0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1
"575",1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
"576",0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0
"577",0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
"578",1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0
"579",1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
"580",1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1
"581",0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0
"582",0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0
"583",1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0
"584",0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0
"585",1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0
"586",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"587",0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0
"588",1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0
"589",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
"590",1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0
"591",0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0
"592",1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"593",1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0
"594",1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"595",1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1
"596",1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0
"597",0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
"598",1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1
"599",1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
"600",0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0
"601",0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
"602",0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
"603",1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1
"604",1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
"605",1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
"606",1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0
"607",1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"608",1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"609",1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0
"610",0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0
"611",1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1
"612",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613",1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"614",1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"615",1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"616",0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1
"617",1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
"618",0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"619",1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1
"620",0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1
"621",1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0
"622",1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0
"623",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"624",1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0
"625",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"626",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"627",0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
"628",0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0
"629",0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
"630",1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"631",1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0
"632",1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0
"633",1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
"634",1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"635",0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"636",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0
"637",0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
"638",1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"639",0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0
"640",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0
"641",1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0
"642",1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1
"643",1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0
"644",0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
"645",1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
"646",0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0
